"2023-01-27 14:30:14",1125.8,,,
"2023-01-27 14:30:16",1125.4,,,
"2023-01-27 14:30:17",1125.3,,,
"2023-01-27 14:30:19",1125.4,,,
"2023-01-27 14:30:21",1125.3,,,
"2023-01-27 14:30:34",1126,,,
"2023-01-27 14:30:35",1125.9,,,
"2023-01-27 14:30:37",1125.5,,,
"2023-01-27 14:30:38",1125.9,,,
"2023-01-27 14:30:39",1126,,,
"2023-01-27 14:30:41",1125.9,,,
"2023-01-27 14:30:42",1125.5,,,
"2023-01-27 14:30:46",1125.8,,,
"2023-01-27 14:30:48",1125.5,,,
"2023-01-27 14:30:49",1125.3,,,
"2023-01-27 14:30:51",1125.1,,,
"2023-01-27 14:30:52",1125,,,
"2023-01-27 14:30:54",1124.9,,,
"2023-01-27 14:30:57",1124.6,,,
"2023-01-27 14:30:58",1124.9,,,
"2023-01-27 14:31:00",1124,,,
"2023-01-27 14:31:33",1122,,,
"2023-01-27 14:31:40",1121.6,,,
"2023-01-27 14:31:41",1121.7,,,
"2023-01-27 14:31:42",1121.9,,,
"2023-01-27 14:31:47",1122,,,
"2023-01-27 14:31:50",1122,,,
"2023-01-27 14:31:52",1121.5,,,
"2023-01-27 14:31:57",1121.9,,,
"2023-01-27 14:31:58",1122,,,
"2023-01-27 14:32:03",1124.1,,,
"2023-01-27 14:32:10",1124.2,,,
"2023-01-27 14:32:11",1124.9,,,
"2023-01-27 14:32:22",1124.2,,,
"2023-01-27 14:32:27",1124.1,,,
"2023-01-27 14:32:36",1124.2,,,
"2023-01-27 14:32:39",1124.1,,,
"2023-01-27 14:32:46",1124,,,
"2023-01-27 14:34:26",1123.6,,,
"2023-01-27 14:34:31",1122.4,,,
"2023-01-27 14:34:45",1122.3,,,
"2023-01-27 14:34:49",1122.4,,,
"2023-01-27 14:34:52",1123.6,,,
"2023-01-27 14:34:53",1124,,,
"2023-01-27 14:35:00",1123.7,,,
"2023-01-27 14:35:02",1123.6,,,
"2023-01-27 14:35:03",1123.5,,,
"2023-01-27 14:35:04",1123.3,,,
"2023-01-27 14:35:07",1123,,,
"2023-01-27 14:35:18",1123.6,,,
"2023-01-27 14:35:23",1123.7,,,
"2023-01-27 14:35:25",1123.6,,,
"2023-01-27 14:35:26",1124,,,
"2023-01-27 14:35:31",1123.9,,,
"2023-01-27 14:35:35",1123.6,,,
"2023-01-27 14:35:36",1124,,,
"2023-01-27 14:36:14",1125.3,,,
"2023-01-27 14:36:29",1125,,,
"2023-01-27 14:36:31",1124.9,,,
"2023-01-27 14:36:44",1125.3,,,
"2023-01-27 14:36:48",1126,,,
"2023-01-27 14:37:31",1125.9,,,
"2023-01-27 14:38:02",1128,,,
"2023-01-27 14:38:05",1128.3,,,
"2023-01-27 14:38:25",1128,,,
"2023-01-27 14:38:42",1128.9,,,
"2023-01-27 14:38:55",1127,,,
"2023-01-27 14:39:42",1127.5,,,
"2023-01-27 14:39:44",1127.1,,,
"2023-01-27 14:39:55",1127.7,,,
"2023-01-27 14:40:03",1128,,,
"2023-01-27 14:40:17",1127.7,,,
"2023-01-27 14:40:22",1127.5,,,
"2023-01-27 14:40:25",1127.2,,,
"2023-01-27 14:40:26",1127.3,,,
"2023-01-27 14:40:31",1127.1,,,
"2023-01-27 14:40:34",1128,,,
"2023-01-27 14:40:57",1128.3,,,
"2023-01-27 14:41:00",1128,,,
"2023-01-27 14:42:04",1128,,,
"2023-01-27 14:42:08",1128.8,,,
"2023-01-27 14:42:09",1128.5,,,
"2023-01-27 14:42:10",1128.3,,,
"2023-01-27 14:42:12",1128,,,
"2023-01-27 14:43:10",1127.9,,,
"2023-01-27 14:43:12",1127.7,,,
"2023-01-27 14:43:15",1127.5,,,
"2023-01-27 14:43:18",1127.1,,,
"2023-01-27 14:43:31",1127,,,
"2023-01-27 14:43:33",1127.1,,,
"2023-01-27 14:43:41",1127,,,
"2023-01-27 14:44:09",1127,,,
"2023-01-27 14:44:43",1126.9,,,
"2023-01-27 14:44:44",1127,,,
